hum,mq,ts,temp,gas_norm,rolling_mean_10,rolling_std_10,gas_diff,gas_diff_norm,hum_adjusted_gas,temp_hum,temp_gas,hum_gas
59,252,6261,21,0.2032258064516129,247.0,5.436502143431156,12.0,0.049999997916666754,400.67999999999995,1239,5292,14868
59,248,6266,21,0.2,247.0,5.436502143431156,-4.0,-0.015873015243134315,394.31999999999994,1239,5208,14632
59,240,6271,21,0.1935483870967742,246.7,5.755190893636655,-8.0,-0.03225806321540067,381.59999999999997,1239,5040,14160
59,245,6277,21,0.1975806451612903,246.8,5.711586664158941,5.0,0.020833332465277812,389.54999999999995,1239,5145,14455
59,239,6282,21,0.19274193548387097,245.6,5.985166849988269,-6.0,-0.02448979491878388,380.01,1239,5019,14101
59,240,6287,21,0.1935483870967742,243.9,4.653553003408486,1.0,0.004184100243343086,381.59999999999997,1239,5040,14160
59,239,6293,21,0.19274193548387097,243.5,4.90464632318501,-1.0,-0.004166666493055563,380.01,1239,5019,14101
59,240,6298,21,0.1935483870967742,242.5,4.428443418526205,1.0,0.004184100243343086,381.59999999999997,1239,5040,14160
59,240,6303,21,0.1935483870967742,242.3,4.498147766949229,0.0,0.0,381.59999999999997,1239,5040,14160
59,240,6308,21,0.1935483870967742,242.3,4.498147766949229,0.0,0.0,381.59999999999997,1239,5040,14160
59,235,6314,21,0.18951612903225806,240.6,3.5339622081831026,-5.0,-0.020833332465277812,373.65,1239,4935,13865
59,239,6319,21,0.19274193548387097,239.7,2.4060109910111955,4.0,0.01702127587143507,380.01,1239,5019,14101
59,230,6324,21,0.18548387096774194,238.7,3.8887301554878264,-9.0,-0.03765690219008777,365.7,1239,4830,13570
59,234,6329,21,0.18870967741935485,237.6,3.438345855524246,4.0,0.017391303591682453,372.05999999999995,1239,4914,13806
59,240,6335,21,0.1935483870967742,237.7,3.49761823721684,6.0,0.02564102454525536,381.59999999999997,1239,5040,14160
59,228,6340,21,0.18387096774193548,236.5,4.527692569066383,-12.0,-0.049999997916666754,362.52,1239,4788,13452
59,231,6345,21,0.18629032258064515,235.7,4.73872931866073,3.0,0.013157894159741484,367.28999999999996,1239,4851,13629
59,226,6351,21,0.18225806451612903,234.3,5.355163655553161,-5.0,-0.02164502070800776,359.34,1239,4746,13334
58,223,6356,21,0.18293683347005743,232.6,6.003702561288718,-3.0,-0.013274335695825853,352.34000000000003,1218,4683,12934
58,227,6361,21,0.18621821164889255,231.3,5.618422079787825,4.0,0.01793721892658211,358.66,1218,4767,13166
58,220,6366,21,0.1804757998359311,229.8,6.46013415753222,-7.0,-0.03083700304682806,347.6,1218,4620,12760
58,220,6372,21,0.1804757998359311,227.9,6.244108334171559,0.0,0.0,347.6,1218,4620,12760
58,222,6377,21,0.18211648892534865,227.1,6.454111523326633,2.0,0.00909090867768597,350.76,1218,4662,12876
58,223,6382,21,0.18293683347005743,226.0,6.073622386094751,1.0,0.004504504301598905,352.34000000000003,1218,4683,12934
58,215,6388,21,0.1763740771123872,223.5,4.648775226991977,-8.0,-0.03587443785316422,339.7,1218,4515,12470
58,222,6393,21,0.18211648892534865,222.9,4.383048152951836,7.0,0.03255813802055172,350.76,1218,4662,12876
58,224,6398,21,0.1837571780147662,222.2,3.3928028399974455,2.0,0.00900900860319781,353.92,1218,4704,12992
58,220,6403,21,0.1804757998359311,221.6,3.169297153065371,-4.0,-0.017857142059949014,347.6,1218,4620,12760
58,218,6409,21,0.17883511074651354,221.1,3.314949304118068,-2.0,-0.00909090867768597,344.44,1218,4578,12644
58,210,6414,21,0.1722723543888433,219.4,4.19523539267876,-8.0,-0.03669724602306211,331.8,1218,4410,12180
58,208,6419,21,0.17063166529942575,218.2,5.513619500834716,-2.0,-0.009523809070294806,328.64,1218,4368,12064
58,213,6424,21,0.17473338802296964,217.5,5.700877125494379,5.0,0.024038460382766327,336.54,1218,4473,12354
58,212,6430,21,0.17391304347826086,216.5,5.7008771254944,-1.0,-0.004694835460336363,334.96000000000004,1218,4452,12296
58,211,6435,21,0.17309269893355209,215.3,5.437523946306101,-1.0,-0.0047169809095763725,333.38,1218,4431,12238
58,208,6440,21,0.17063166529942575,214.6,5.910442735812534,-3.0,-0.014218008804833706,328.64,1218,4368,12064
58,209,6446,21,0.17145200984413453,213.3,5.518655230718966,1.0,0.004807692076553265,330.22,1218,4389,12122
58,208,6451,21,0.17063166529942575,211.7,4.2439499421055755,-1.0,-0.004784688766282834,328.64,1218,4368,12064
58,212,6456,21,0.17391304347826086,210.9,3.1073389830436318,4.0,0.01923076830621306,334.96000000000004,1218,4452,12296
58,208,6461,21,0.17063166529942575,209.9,1.969207398362395,-4.0,-0.01886792363830549,328.64,1218,4368,12064
58,206,6467,21,0.1689909762100082,209.5,2.3213980461946706,-2.0,-0.00961538415310653,325.48,1218,4326,11948
58,201,6472,21,0.16488925348646433,208.8,3.552776691858074,-5.0,-0.024271843481949346,317.58000000000004,1218,4221,11658
58,201,6477,21,0.16488925348646433,207.6,3.9777157040455307,0.0,0.0,317.58000000000004,1218,4221,11658
58,199,6482,21,0.16324856439704677,206.3,4.473378042497613,-2.0,-0.009950248261181679,314.42,1218,4179,11542
58,205,6488,21,0.1681706316652994,205.7,4.164666186434792,6.0,0.030150752253731043,323.90000000000003,1218,4305,11890
58,204,6493,21,0.16735028712059064,205.3,4.110960958217556,-1.0,-0.0048780485425342175,322.32,1218,4284,11832
58,199,6498,21,0.16324856439704677,204.3,4.321779468895553,-5.0,-0.02450980272010771,314.42,1218,4179,11542
58,194,6504,21,0.15914684167350288,202.9,5.1736511929832,-5.0,-0.0251256268781092,306.52000000000004,1218,4074,11252
58,193,6509,21,0.1583264971287941,201.0,4.944132324729475,-1.0,-0.005154638909554695,304.94,1218,4053,11194
58,196,6514,21,0.16078753076292043,199.8,4.491968140778447,3.0,0.015544040645386495,309.68,1218,4116,11368
58,194,6519,21,0.15914684167350288,198.6,4.247875285885356,-2.0,-0.010204081112036677,306.52000000000004,1218,4074,11252
58,199,6525,21,0.16324856439704677,198.4,4.168666186895874,5.0,0.025773194547773475,314.42,1218,4179,11542
58,192,6530,21,0.15750615258408532,197.5,4.503085362034491,-7.0,-0.035175877629352884,303.36,1218,4032,11136
58,195,6535,21,0.15996718621821165,197.1,4.532597979573758,3.0,0.015624999186197959,308.1,1218,4095,11310
58,188,6540,21,0.1542247744052502,195.4,4.427188724234858,-7.0,-0.03589743405654184,297.04,1218,3948,10904
59,186,6546,20,0.15749364944961897,193.6,4.195235392679752,-2.0,-0.010638297306473548,295.73999999999995,1180,3720,10974
59,177,6551,20,0.14987298899237933,191.4,6.292853089020389,-9.0,-0.04838709417273687,281.42999999999995,1180,3540,10443
59,182,6556,20,0.15410668924640136,190.2,6.8605150438331135,5.0,0.028248585974656158,289.38,1180,3640,10738
59,180,6562,20,0.15241320914479256,188.9,7.475143997126205,-2.0,-0.01098901038521921,286.2,1180,3600,10620
59,183,6567,20,0.15495342929720576,187.6,7.229568912920133,3.0,0.016666665740740792,290.96999999999997,1180,3660,10797
59,180,6572,20,0.15241320914479256,186.2,7.208020224413254,-3.0,-0.01639344172713433,286.2,1180,3600,10620
59,182,6577,20,0.15410668924640136,184.5,5.700877125495286,2.0,0.011111110493827195,289.38,1180,3640,10738
59,182,6583,20,0.15410668924640136,183.5,5.0826502273252085,0.0,0.0,289.38,1180,3640,10738
59,180,6588,20,0.15241320914479256,182.0,3.1622776601677516,-2.0,-0.01098901038521921,286.2,1180,3600,10620
59,176,6593,20,0.14902624894157493,180.8,2.8982753492372555,-4.0,-0.02222222098765439,279.84,1180,3520,10384
59,179,6598,20,0.15156646909398813,180.1,2.282785822434433,3.0,0.017045453576962865,284.60999999999996,1180,3580,10561
59,182,6604,20,0.15410668924640136,180.6,2.0655911179764144,3.0,0.016759775600012537,289.38,1180,3640,10738
59,183,6609,20,0.15495342929720576,180.7,2.1628170930002693,1.0,0.005494505192609605,290.96999999999997,1180,3660,10797
59,175,6614,20,0.14817950889077053,180.2,2.8205594401735365,-8.0,-0.04371584460569155,278.25,1180,3500,10325
59,177,6620,20,0.14987298899237933,179.6,2.796823595119809,2.0,0.011428570775510242,281.42999999999995,1180,3540,10443
59,176,6625,20,0.14902624894157493,179.2,3.011090610835791,-1.0,-0.005649717194931232,279.84,1180,3520,10384
59,180,6630,20,0.15241320914479256,179.0,2.8674417556803267,4.0,0.022727271435950488,286.2,1180,3600,10620
59,176,6635,20,0.14902624894157493,178.4,2.796823595119869,-4.0,-0.02222222098765439,279.84,1180,3520,10384
59,183,6641,20,0.15495342929720576,178.7,3.1287200080681288,7.0,0.03977272501291335,290.96999999999997,1180,3660,10797
59,174,6646,20,0.14733276883996613,178.5,3.374742788552319,-9.0,-0.049180325181402994,276.65999999999997,1180,3480,10266
